"stateName","statewideOrCountyName","populationSize","worstCaseTotal","worstCasePercent"
"Washington","Columbia County","3985","95","0.02376356"
"Washington","Cowlitz County","110593","1698","0.01535757"
"Washington","Douglas County","43429","659","0.01518418"
"Washington","Ferry County","7627","151","0.01984024"
"Washington","Franklin County","95222","690","0.00724420"
"Washington","Garfield County","2225","51","0.02299648"
"Washington","Grant County","97733","1121","0.01147115"
"Washington","Grays Harbor County","75061","1268","0.01689406"
"Washington","Island County","85141","1607","0.01887000"
"Washington","Jefferson County","32221","859","0.02664688"
"Washington","King County","2252782","26498","0.01176254"
"Washington","Kitsap County","271473","3858","0.01421184"
"Washington","Kittitas County","47935","631","0.01317336"
"Washington","Klickitat County","22425","401","0.01789211"
"Washington","Lewis County","80707","1334","0.01653013"
"Washington","Lincoln County","10939","237","0.02166249"
"Washington","Mason County","66768","1131","0.01693318"
"Washington","Okanogan County","42243","703","0.01663054"
"Washington","Pacific County","22471","520","0.02312454"
"Washington","Pend Oreille County","13724","258","0.01881212"
"Washington","Pierce County","904980","10496","0.01159846"
"Washington","San Juan County","17582","426","0.02425594"
"Washington","Skagit County","129205","2225","0.01722433"
"Washington","Skamania County","12083","208","0.01719877"
"Washington","Snohomish County","822083","9308","0.01132198"
"Washington","Spokane County","522798","7101","0.01358333"
"Washington","Stevens County","45723","804","0.01758780"
"Washington","Thurston County","290536","4053","0.01395041"
"Washington","Wahkiakum County","4488","111","0.02483783"
"Washington","Walla Walla County","60760","1044","0.01718908"
"Washington","Whatcom County","229247","3225","0.01406636"
"Washington","Whitman County","50104","470","0.00938620"
"Washington","Yakima County","250873","3030","0.01207886"
"West Virginia","Statewide","1792147","29760","0.01660605"
"West Virginia","Barbour County","16441","275","0.01674268"
"West Virginia","Berkeley County","119171","1315","0.01103053"
"West Virginia","Boone County","21457","332","0.01546880"
"West Virginia","Braxton County","13957","258","0.01846790"
"West Virginia","Brooke County","21939","462","0.02104464"
"West Virginia","Cabell County","91945","1532","0.01665893"
"West Virginia","Calhoun County","7109","144","0.02020439"
"West Virginia","Clay County","8508","143","0.01676256"
"West Virginia","Doddridge County","8448","146","0.01730739"
"West Virginia","Fayette County","42406","756","0.01782110"
"West Virginia","Gilmer County","7823","134","0.01716818"
"West Virginia","Grant County","11568","244","0.02107903"
"West Virginia","Greenbrier County","34662","669","0.01931097"
"West Virginia","Hampshire County","23175","414","0.01785845"
"West Virginia","Hancock County","28810","599","0.02080082"
"West Virginia","Hardy County","13776","232","0.01683369"
"West Virginia","Harrison County","67256","1148","0.01707341"
"West Virginia","Jackson County","28576","513","0.01794195"
"West Virginia","Jefferson County","57146","716","0.01253715"
"West Virginia","Kanawha County","178124","3128","0.01756051"
"West Virginia","Lewis County","15907","265","0.01662989"
"West Virginia","Lincoln County","20409","303","0.01484258"
"West Virginia","Logan County","32019","500","0.01562008"
"West Virginia","McDowell County","17624","324","0.01836120"
"West Virginia","Marion County","56072","931","0.01660510"
"West Virginia","Marshall County","30531","557","0.01824287"
"West Virginia","Mason County","26516","476","0.01796383"
"West Virginia","Mercer County","58758","1088","0.01851444"
"West Virginia","Mineral County","26868","451","0.01676928"
"West Virginia","Mingo County","23424","330","0.01409314"
"West Virginia","Monongalia County","105612","1151","0.01090004"
"West Virginia","Monroe County","13275","273","0.02054875"
"West Virginia","Morgan County","17884","328","0.01834932"
"West Virginia","Nicholas County","24496","428","0.01747509"
"West Virginia","Ohio County","41411","853","0.02060260"
"West Virginia","Pendleton County","6969","186","0.02667567"
"West Virginia","Pleasants County","7460","114","0.01525470"
"West Virginia","Pocahontas County","8247","173","0.02102921"
"West Virginia","Preston County","33432","534","0.01596017"
"West Virginia","Putnam County","56450","817","0.01447154"
"West Virginia","Raleigh County","73361","1263","0.01722146"
"West Virginia","Randolph County","28695","528","0.01840405"
"West Virginia","Ritchie County","9554","179","0.01876258"
"West Virginia","Roane County","13688","248","0.01810569"
"West Virginia","Summers County","12573","273","0.02173762"
"West Virginia","Taylor County","16695","294","0.01762454"
"West Virginia","Tucker County","6839","148","0.02163612"
"West Virginia","Tyler County","8591","169","0.01968481"
"West Virginia","Upshur County","24176","396","0.01636311"
"West Virginia","Wayne County","39402","716","0.01817731"
"West Virginia","Webster County","8114","156","0.01917297"
"West Virginia","Wetzel County","15065","301","0.02000340"
"West Virginia","Wirt County","5821","91","0.01558270"
"West Virginia","Wood County","83518","1434","0.01717503"
"West Virginia","Wyoming County","20394","323","0.01585333"
"Wisconsin","Statewide","5822434","88177","0.01514429"
"Wisconsin","Adams County","20220","449","0.02222363"
"Wisconsin","Ashland County","15562","258","0.01656295"
"Wisconsin","Barron County","45244","876","0.01936715"
"Wisconsin","Bayfield County","15036","313","0.02083191"
"Wisconsin","Brown County","264542","3461","0.01308409"
"Wisconsin","Buffalo County","13031","251","0.01928910"
"Wisconsin","Burnett County","15414","352","0.02285086"
"Wisconsin","Calumet County","50089","636","0.01270562"
"Wisconsin","Chippewa County","64658","1008","0.01558236"
"Wisconsin","Clark County","34774","554","0.01594479"
"Wisconsin","Columbia County","57532","866","0.01504869"
"Wisconsin","Crawford County","16131","321","0.01989097"
"Wisconsin","Dane County","546695","6479","0.01185202"
"Wisconsin","Dodge County","87839","1464","0.01667056"
"Wisconsin","Door County","27668","660","0.02384564"
"Wisconsin","Douglas County","43150","687","0.01592971"
"Wisconsin","Dunn County","45368","650","0.01433235"
"Wisconsin","Eau Claire County","104646","1433","0.01369742"
"Wisconsin","Florence County","4295","92","0.02131758"
"Wisconsin","Fond du Lac County","103403","1768","0.01710076"
"Wisconsin","Forest County","9004","168","0.01869353"
"Wisconsin","Grant County","51439","847","0.01646014"
"Wisconsin","Green County","36960","634","0.01715095"
"Wisconsin","Green Lake County","18913","359","0.01900275"
"Wisconsin","Iowa County","23678","375","0.01584959"
"Wisconsin","Iron County","5687","164","0.02880260"
"Wisconsin","Jackson County","20643","332","0.01609167"
"Wisconsin","Jefferson County","84769","1214","0.01432303"
"Wisconsin","Juneau County","26687","456","0.01707941"
"Wisconsin","Kenosha County","169561","2154","0.01270131"
"Wisconsin","Kewaunee County","20434","385","0.01883652"
"Wisconsin","La Crosse County","118016","1800","0.01525524"
"Wisconsin","Lafayette County","16665","292","0.01751684"
"Wisconsin","Langlade County","19189","420","0.02188324"
"Wisconsin","Lincoln County","27593","546","0.01980035"
"Wisconsin","Manitowoc County","78981","1476","0.01868474"
"Wisconsin","Marathon County","135692","2198","0.01619515"
"Wisconsin","Marinette County","40350","859","0.02129185"
"Wisconsin","Marquette County","15574","313","0.02012345"
"Wisconsin","Menominee County","4556","51","0.01128644"
"Wisconsin","Milwaukee County","945726","12091","0.01278507"
"Wisconsin","Monroe County","46253","677","0.01462867"
"Wisconsin","Oconto County","37930","599","0.01578550"
"Wisconsin","Oneida County","35595","775","0.02177739"
"Wisconsin","Outagamie County","187885","2442","0.01299747"
"Wisconsin","Ozaukee County","89221","1629","0.01825846"
"Wisconsin","Pepin County","7287","154","0.02113395"
"Wisconsin","Pierce County","42754","521","0.01219650"
"Wisconsin","Polk County","43783","757","0.01727902"
"Wisconsin","Portage County","70772","1021","0.01443134"
"Wisconsin","Price County","13351","291","0.02176335"
"Wisconsin","Racine County","196311","2898","0.01476132"
"Wisconsin","Richland County","17252","359","0.02082673"
"Wisconsin","Rock County","163354","2386","0.01460919"
"Wisconsin","Rusk County","14178","309","0.02176677"
"Wisconsin","St. Croix County","90687","1088","0.01199400"
"Wisconsin","Sauk County","64442","1058","0.01641822"
"Wisconsin","Sawyer County","16558","334","0.02016144"
"Wisconsin","Shawano County","40899","755","0.01845106"
"Wisconsin","Sheboygan County","115340","1856","0.01608749"
"Wisconsin","Taylor County","20343","372","0.01828775"
"Wisconsin","Trempealeau County","29649","464","0.01565681"
"Wisconsin","Vernon County","30822","542","0.01757975"
"Wisconsin","Vilas County","22195","551","0.02484344"
"Wisconsin","Walworth County","103868","1574","0.01515353"
"Wisconsin","Washburn County","15720","348","0.02213820"
"Wisconsin","Washington County","136034","2178","0.01601432"
"Wisconsin","Waukesha County","404198","6955","0.01720805"
"Wisconsin","Waupaca County","50990","1021","0.02002827"
"Wisconsin","Waushara County","24443","500","0.02046895"
"Wisconsin","Winnebago County","171907","2628","0.01528885"
"Wisconsin","Wood County","72999","1418","0.01942676"
"Wyoming","Statewide","578759","8030","0.01387470"
"Wyoming","Albany County","38880","364","0.00936640"
"Wyoming","Big Horn County","11790","214","0.01812993"
"Wyoming","Campbell County","46341","363","0.00784050"
"Wyoming","Carbon County","14800","212","0.01429606"
"Wyoming","Converse County","13822","191","0.01384545"
"Wyoming","Crook County","7584","126","0.01664455"
"Wyoming","Fremont County","39261","591","0.01506156"
"Wyoming","Goshen County","13211","279","0.02112386"
"Wyoming","Hot Springs County","4413","108","0.02444864"
"Wyoming","Johnson County","8445","170","0.02007517"
"Wyoming","Laramie County","99500","1366","0.01373336"
"Wyoming","Lincoln County","19830","256","0.01290285"
"Wyoming","Natrona County","79858","1095","0.01370875"
"Wyoming","Niobrara County","2356","46","0.01970247"
"Wyoming","Park County","29194","586","0.02006319"
"Wyoming","Platte County","8393","184","0.02197661"
"Wyoming","Sheridan County","30485","526","0.01724675"
"Wyoming","Sublette County","9831","152","0.01550286"
"Wyoming","Sweetwater County","42343","404","0.00954872"
"Wyoming","Teton County","23464","283","0.01208158"
"Wyoming","Uinta County","20226","223","0.01102735"
"Wyoming","Washakie County","7805","157","0.02010225"
"Wyoming","Weston County","6927","132","0.01909100"
"Colorado","Broomfield County and City","70465","839","0.01189987"
"District of Columbia","Washington","705749","0","0.00000000"
"New York","New York City","19453561","300998","0.01547265"
"Virginia","Matthews County","8834","236","0.02667002"
"Alabama","ALL","4903185","69309","0.01413550"
"Alaska","ALL","731545","6551","0.00895460"
"Alaska","Anchorage Municipality","288000","2585","0.00897530"
"Alaska","Juneau City and Borough","31974","312","0.00975780"
"Alaska","Petersburg Borough","3266","50","0.01540430"
"Arizona","ALL","7278717","107884","0.01482186"
"Arkansas","ALL","3017804","43758","0.01449996"
"California","ALL","39512223","514533","0.01302212"
"Colorado","ALL","5758736","67751","0.01176485"
"Connecticut","ALL","3565287","58555","0.01642373"
"District of Columbia","ALL","705749","7988","0.01131878"
"District of Columbia","District of Columbia","705749","7988","0.01131878"
"Delaware","ALL","973764","15164","0.01557236"
"Florida","ALL","21477737","396576","0.01846449"
"Georgia","ALL","10617423","120426","0.01134227"
"Hawaii","ALL","1415872","25168","0.01777573"
"Idaho","ALL","1787065","22957","0.01284635"
"Illinois","ALL","12671821","181043","0.01428700"
"Indiana","ALL","6732219","92646","0.01376159"
"Iowa","ALL","3155070","50647","0.01605250"
"Kansas","ALL","2913314","42921","0.01473278"
"Kentucky","ALL","4467673","61325","0.01372645"
"Louisiana","ALL","4648794","60967","0.01311457"
"Louisiana","LaSalle Parish","14892","212","0.01424392"
"Maryland","ALL","6045680","83259","0.01377171"
"Massachusetts","ALL","6892503","105176","0.01525948"
"Michigan","ALL","9986857","149893","0.01500904"
"Minnesota","ALL","5639632","81989","0.01453807"
"Mississippi","ALL","2976149","39679","0.01333221"
"Missouri","ALL","6137428","92291","0.01503735"
"Missouri","Jackson County","703011","9518","0.01353914"
"Missouri","St. Louis city","300576","3725","0.01239412"
"Montana","ALL","1068778","16640","0.01556942"
"Nebraska","ALL","1934408","28183","0.01456909"
"Nevada","ALL","3080156","37682","0.01223373"
"New Hampshire","ALL","1359711","21338","0.01569319"
"New Jersey","ALL","8882190","134564","0.01514984"
"New Mexico","ALL","2096829","30672","0.01462784"
"New York","ALL","19453561","300998","0.01547265"
"North Carolina","ALL","10488084","142422","0.01357943"
